"year","season","plot","species","abundance","quads","treatment"
1983,"winter",16,"eria diff",214,16,"removal"
1983,"winter",16,"erio aber",608,16,"removal"
1983,"winter",16,"erod cicu",40,16,"removal"
1983,"winter",16,"gili sinu",16,16,"removal"
1983,"winter",16,"hapl grac",1,16,"removal"
1983,"winter",16,"lepi lasi",1,16,"removal"
1983,"winter",16,"mala fend",65,16,"removal"
1983,"winter",16,"micr lene",3,16,"removal"
1983,"winter",16,"phac ariz",23,16,"removal"
1983,"winter",16,"sper echi",19,16,"removal"
1983,"winter",17,"bail mult",4,16,"control"
1983,"winter",17,"cryp cras",18,16,"control"
1983,"winter",17,"cryp micr",3,16,"control"
1983,"winter",17,"desc pinn",281,16,"control"
1983,"winter",17,"eria diff",164,16,"control"
1983,"winter",17,"erio aber",486,16,"control"
1983,"winter",17,"gili sinu",1,16,"control"
1983,"winter",17,"hapl grac",1,16,"control"
1983,"winter",17,"mala fend",33,16,"control"
1983,"winter",17,"phac ariz",40,16,"control"
1983,"winter",17,"sper echi",16,16,"control"
1983,"winter",19,"astr nutt",12,16,"exclosure"
1983,"winter",19,"chae stev",1,16,"exclosure"
1983,"winter",19,"cryp cras",6,16,"exclosure"
1983,"winter",19,"cryp micr",1,16,"exclosure"
1983,"winter",19,"desc pinn",17,16,"exclosure"
1983,"winter",19,"eria diff",705,16,"exclosure"
1983,"winter",19,"erio aber",685,16,"exclosure"
1983,"winter",19,"erod cicu",8,16,"exclosure"
1983,"winter",19,"gili sinu",1,16,"exclosure"
1983,"winter",19,"lepi lasi",40,16,"exclosure"
1983,"winter",19,"lesq gord",14,16,"exclosure"
1983,"winter",19,"mala fend",21,16,"exclosure"
1983,"winter",19,"micr lene",2,16,"exclosure"
1983,"winter",19,"phac ariz",20,16,"exclosure"
1983,"winter",19,"sper echi",2,16,"exclosure"
1983,"winter",21,"astr nutt",8,16,"exclosure"
1983,"winter",21,"bail mult",3,16,"exclosure"
1983,"winter",21,"chae stev",1,16,"exclosure"
1983,"winter",21,"cryp cras",9,16,"exclosure"
1983,"winter",21,"cryp micr",38,16,"exclosure"
1983,"winter",21,"desc pinn",56,16,"exclosure"
1983,"winter",21,"eria diff",617,16,"exclosure"
1983,"winter",21,"erig dive",4,16,"exclosure"
1983,"winter",21,"erio aber",967,16,"exclosure"
1983,"winter",21,"erod cicu",3,16,"exclosure"
1983,"winter",21,"erod texa",1,16,"exclosure"
1983,"winter",21,"gili sinu",4,16,"exclosure"
1983,"winter",21,"hapl grac",14,16,"exclosure"
1983,"winter",21,"lepi lasi",3,16,"exclosure"
1983,"winter",21,"lesq gord",12,16,"exclosure"
1983,"winter",21,"mala fend",72,16,"exclosure"
1983,"winter",21,"micr lene",17,16,"exclosure"
1983,"winter",21,"phac ariz",16,16,"exclosure"
1983,"winter",21,"sper echi",5,16,"exclosure"
1983,"winter",23,"astr nutt",3,16,"removal"
1983,"winter",23,"bail mult",6,16,"removal"
1983,"winter",23,"chae stev",5,16,"removal"
1983,"winter",23,"cryp cras",11,16,"removal"
1983,"winter",23,"cryp micr",186,16,"removal"
1983,"winter",23,"desc pinn",91,16,"removal"
1983,"winter",23,"eria diff",2992,16,"removal"
1983,"winter",23,"erig dive",2,16,"removal"
1983,"winter",23,"erio aber",534,16,"removal"
1983,"winter",23,"erod texa",2,16,"removal"
1983,"winter",23,"gili sinu",1,16,"removal"
1983,"winter",23,"hapl grac",1,16,"removal"
1983,"winter",23,"lepi lasi",4,16,"removal"
1983,"winter",23,"lesq gord",14,16,"removal"
1983,"winter",23,"mala fend",31,16,"removal"
1983,"winter",23,"micr lene",6,16,"removal"
1983,"winter",23,"phac ariz",17,16,"removal"
1983,"winter",23,"plan purs",58,16,"removal"
1983,"winter",23,"sper echi",11,16,"removal"
1984,"winter",3,"astr allo",16,16,"exclosure"
1984,"winter",3,"bail mult",28,16,"exclosure"
1984,"winter",3,"cryp cras",39,16,"exclosure"
1984,"winter",3,"cryp micr",100,16,"exclosure"
1984,"winter",3,"desc pinn",20,16,"exclosure"
1984,"winter",3,"eria diff",4537,16,"exclosure"
1984,"winter",3,"erig dive",175,16,"exclosure"
1984,"winter",3,"erio aber",64,16,"exclosure"
1984,"winter",3,"erod cicu",14,16,"exclosure"
1984,"winter",3,"erod texa",2,16,"exclosure"
1984,"winter",3,"gili sinu",210,16,"exclosure"
1984,"winter",3,"lesq gord",9,16,"exclosure"
1984,"winter",3,"mala fend",23,16,"exclosure"
1984,"winter",3,"micr lene",40,16,"exclosure"
1984,"winter",3,"phac ariz",3,16,"exclosure"
1984,"winter",3,"plan purs",875,16,"exclosure"
1984,"winter",3,"sper echi",11,16,"exclosure"
1984,"winter",3,"step exig",3,16,"exclosure"
1984,"winter",4,"bail mult",29,16,"control"
1984,"winter",4,"cryp cras",21,16,"control"
1984,"winter",4,"cryp micr",108,16,"control"
1984,"winter",4,"desc pinn",32,16,"control"
1984,"winter",4,"eria diff",4364,16,"control"
1984,"winter",4,"erig dive",25,16,"control"
1984,"winter",4,"erio aber",146,16,"control"
1984,"winter",4,"gili sinu",14,16,"control"
1984,"winter",4,"hapl grac",7,16,"control"
1984,"winter",4,"lesq gord",3,16,"control"
1984,"winter",4,"mala fend",40,16,"control"
1984,"winter",4,"micr lene",2,16,"control"
1984,"winter",4,"phac ariz",3,16,"control"
1984,"winter",4,"sper echi",8,16,"control"
1984,"winter",4,"step exig",12,16,"control"
1984,"winter",10,"astr allo",10,16,"removal"
1984,"winter",10,"astr nutt",6,16,"removal"
1984,"winter",10,"bail mult",58,16,"removal"
1984,"winter",10,"cryp cras",42,16,"removal"
1984,"winter",10,"cryp micr",11,16,"removal"
1984,"winter",10,"desc pinn",2,16,"removal"
1984,"winter",10,"eria diff",15953,16,"removal"
1984,"winter",10,"erig dive",32,16,"removal"
1984,"winter",10,"erio aber",66,16,"removal"
1984,"winter",10,"erod cicu",119,16,"removal"
1984,"winter",10,"erod texa",5,16,"removal"
1984,"winter",10,"hapl grac",57,16,"removal"
1984,"winter",10,"lesq gord",55,16,"removal"
1984,"winter",10,"mala fend",26,16,"removal"
1984,"winter",10,"micr lene",10,16,"removal"
1984,"winter",10,"plan purs",143,16,"removal"
1984,"winter",10,"sper echi",3,16,"removal"
1984,"winter",10,"step exig",2,16,"removal"
1984,"winter",11,"astr allo",4,16,"control"
1984,"winter",11,"bail mult",76,16,"control"
1984,"winter",11,"cryp cras",17,16,"control"
1984,"winter",11,"cryp micr",88,16,"control"
1984,"winter",11,"desc pinn",71,16,"control"
1984,"winter",11,"eria diff",6276,16,"control"
1984,"winter",11,"erig dive",93,16,"control"
1984,"winter",11,"erio aber",36,16,"control"
1984,"winter",11,"gili sinu",6,16,"control"
1984,"winter",11,"hapl grac",1,16,"control"
1984,"winter",11,"lesq gord",2,16,"control"
1984,"winter",11,"mala fend",19,16,"control"
1984,"winter",11,"micr lene",2,16,"control"
1984,"winter",11,"sper echi",7,16,"control"
1984,"winter",14,"astr allo",6,16,"control"
1984,"winter",14,"astr nutt",4,16,"control"
1984,"winter",14,"bail mult",26,16,"control"
1984,"winter",14,"cryp cras",58,16,"control"
1984,"winter",14,"cryp micr",37,16,"control"
1984,"winter",14,"desc pinn",106,16,"control"
1984,"winter",14,"eria diff",403,16,"control"
1984,"winter",14,"erig dive",8,16,"control"
1984,"winter",14,"erio aber",39,16,"control"
1984,"winter",14,"mala fend",55,16,"control"
1984,"winter",14,"micr lene",1,16,"control"
1984,"winter",14,"phac ariz",7,16,"control"
1984,"winter",14,"sper echi",32,16,"control"
1984,"winter",15,"astr allo",2,16,"exclosure"
1984,"winter",15,"astr nutt",3,16,"exclosure"
1984,"winter",15,"bail mult",20,16,"exclosure"
1984,"winter",15,"cryp cras",356,16,"exclosure"
1984,"winter",15,"cryp micr",5,16,"exclosure"
1984,"winter",15,"desc pinn",36,16,"exclosure"
1984,"winter",15,"eria diff",255,16,"exclosure"
1984,"winter",15,"erig dive",1,16,"exclosure"
1984,"winter",15,"erio aber",18,16,"exclosure"
1984,"winter",15,"gili sinu",7,16,"exclosure"
1984,"winter",15,"lepi lasi",1,16,"exclosure"
1984,"winter",15,"mala fend",12,16,"exclosure"
1984,"winter",15,"phac ariz",9,16,"exclosure"
1984,"winter",15,"sper echi",22,16,"exclosure"
1984,"winter",16,"astr allo",3,16,"removal"
1984,"winter",16,"astr nutt",5,16,"removal"
1984,"winter",16,"bail mult",20,16,"removal"
1984,"winter",16,"cryp cras",54,16,"removal"
1984,"winter",16,"cryp micr",21,16,"removal"
1984,"winter",16,"desc pinn",12,16,"removal"
1984,"winter",16,"eria diff",2147,16,"removal"
1984,"winter",16,"erig dive",15,16,"removal"
1984,"winter",16,"erio aber",23,16,"removal"
1984,"winter",16,"erod cicu",691,16,"removal"
1984,"winter",16,"erod texa",1,16,"removal"
1984,"winter",16,"gili sinu",10,16,"removal"
1984,"winter",16,"hapl grac",33,16,"removal"
1984,"winter",16,"lesq gord",4,16,"removal"
1984,"winter",16,"mala fend",36,16,"removal"
1984,"winter",16,"micr lene",8,16,"removal"
1984,"winter",16,"phac ariz",4,16,"removal"
1984,"winter",16,"sper echi",19,16,"removal"
1984,"winter",17,"astr allo",1,16,"control"
1984,"winter",17,"bail mult",59,16,"control"
1984,"winter",17,"cryp cras",121,16,"control"
1984,"winter",17,"cryp micr",24,16,"control"
1984,"winter",17,"desc pinn",71,16,"control"
1984,"winter",17,"eria diff",2603,16,"control"
1984,"winter",17,"erig dive",34,16,"control"
1984,"winter",17,"erio aber",73,16,"control"
1984,"winter",17,"gili sinu",3,16,"control"
1984,"winter",17,"lesq gord",2,16,"control"
1984,"winter",17,"mala fend",35,16,"control"
1984,"winter",17,"micr lene",4,16,"control"
1984,"winter",17,"phac ariz",7,16,"control"
1984,"winter",17,"sper echi",18,16,"control"
1984,"winter",17,"step exig",7,16,"control"
1984,"winter",19,"astr allo",6,16,"exclosure"
1984,"winter",19,"astr nutt",2,16,"exclosure"
1984,"winter",19,"bail mult",40,16,"exclosure"
1984,"winter",19,"chae stev",23,16,"exclosure"
1984,"winter",19,"cryp cras",53,16,"exclosure"
1984,"winter",19,"cryp micr",1,16,"exclosure"
1984,"winter",19,"desc pinn",3,16,"exclosure"
1984,"winter",19,"eria diff",6240,16,"exclosure"
1984,"winter",19,"erig dive",2,16,"exclosure"
1984,"winter",19,"erio aber",3,16,"exclosure"
1984,"winter",19,"erod cicu",430,16,"exclosure"
1984,"winter",19,"gili sinu",3,16,"exclosure"
1984,"winter",19,"hapl grac",6,16,"exclosure"
1984,"winter",19,"lepi lasi",19,16,"exclosure"
1984,"winter",19,"lesq gord",382,16,"exclosure"
1984,"winter",19,"mala fend",10,16,"exclosure"
1984,"winter",19,"micr lene",3,16,"exclosure"
1984,"winter",19,"phac ariz",2,16,"exclosure"
1984,"winter",19,"sper echi",2,16,"exclosure"
1984,"winter",21,"astr allo",8,16,"exclosure"
1984,"winter",21,"astr nutt",17,16,"exclosure"
1984,"winter",21,"bail mult",68,16,"exclosure"
1984,"winter",21,"chae stev",12,16,"exclosure"
1984,"winter",21,"cryp cras",34,16,"exclosure"
1984,"winter",21,"cryp micr",66,16,"exclosure"
1984,"winter",21,"desc pinn",5,16,"exclosure"
1984,"winter",21,"eria diff",5286,16,"exclosure"
1984,"winter",21,"erig dive",24,16,"exclosure"
1984,"winter",21,"erio aber",46,16,"exclosure"
1984,"winter",21,"erod cicu",14,16,"exclosure"
1984,"winter",21,"erod texa",2,16,"exclosure"
1984,"winter",21,"gili sinu",4,16,"exclosure"
1984,"winter",21,"hapl grac",256,16,"exclosure"
1984,"winter",21,"lepi lasi",2,16,"exclosure"
1984,"winter",21,"lesq gord",274,16,"exclosure"
1984,"winter",21,"mala fend",16,16,"exclosure"
1984,"winter",21,"micr lene",51,16,"exclosure"
1984,"winter",21,"phac ariz",2,16,"exclosure"
1984,"winter",21,"sper echi",7,16,"exclosure"
1984,"winter",23,"astr allo",9,16,"removal"
1984,"winter",23,"astr nutt",30,16,"removal"
1984,"winter",23,"bail mult",56,16,"removal"
1984,"winter",23,"chae stev",104,16,"removal"
1984,"winter",23,"cryp cras",78,16,"removal"
1984,"winter",23,"cryp micr",290,16,"removal"
1984,"winter",23,"desc pinn",2,16,"removal"
1984,"winter",23,"eria diff",10381,16,"removal"
1984,"winter",23,"erig dive",15,16,"removal"
1984,"winter",23,"erio aber",80,16,"removal"
1984,"winter",23,"erod cicu",1,16,"removal"
1984,"winter",23,"erod texa",14,16,"removal"
1984,"winter",23,"gili sinu",7,16,"removal"
1984,"winter",23,"hapl grac",5,16,"removal"
1984,"winter",23,"lesq gord",133,16,"removal"
1984,"winter",23,"mala fend",6,16,"removal"
1984,"winter",23,"micr lene",36,16,"removal"
1984,"winter",23,"phac ariz",2,16,"removal"
1984,"winter",23,"plan purs",233,16,"removal"
1984,"winter",23,"sper echi",9,16,"removal"
1985,"winter",3,"astr allo",2,16,"exclosure"
1985,"winter",3,"astr nutt",5,16,"exclosure"
1985,"winter",3,"bail mult",45,16,"exclosure"
1985,"winter",3,"cryp cras",81,16,"exclosure"
1985,"winter",3,"cryp micr",48,16,"exclosure"
1985,"winter",3,"desc pinn",68,16,"exclosure"
1985,"winter",3,"eria diff",472,16,"exclosure"
1985,"winter",3,"erig dive",31,16,"exclosure"
1985,"winter",3,"erio aber",119,16,"exclosure"
1985,"winter",3,"erod texa",2,16,"exclosure"
1985,"winter",3,"gili sinu",25,16,"exclosure"
1985,"winter",3,"lepi lasi",2,16,"exclosure"
1985,"winter",3,"lesq gord",6,16,"exclosure"
1985,"winter",3,"mala fend",32,16,"exclosure"
1985,"winter",3,"micr lene",39,16,"exclosure"
1985,"winter",3,"phac ariz",5,16,"exclosure"
1985,"winter",3,"plan purs",186,16,"exclosure"
1985,"winter",3,"sper echi",7,16,"exclosure"
1985,"winter",3,"step exig",9,16,"exclosure"
1985,"winter",4,"astr allo",1,16,"control"
1985,"winter",4,"bail mult",120,16,"control"
1985,"winter",4,"chae stev",2,16,"control"
1985,"winter",4,"cryp cras",34,16,"control"
1985,"winter",4,"cryp micr",19,16,"control"
1985,"winter",4,"desc pinn",28,16,"control"
1985,"winter",4,"eria diff",734,16,"control"
1985,"winter",4,"erio aber",57,16,"control"
1985,"winter",4,"gili sinu",1,16,"control"
1985,"winter",4,"hapl grac",6,16,"control"
1985,"winter",4,"lesq gord",13,16,"control"
1985,"winter",4,"mala fend",38,16,"control"
1985,"winter",4,"micr lene",9,16,"control"
1985,"winter",4,"phac ariz",1,16,"control"
1985,"winter",4,"sper echi",9,16,"control"
1985,"winter",4,"step exig",23,16,"control"
1985,"winter",10,"astr allo",5,16,"removal"
1985,"winter",10,"astr nutt",4,16,"removal"
1985,"winter",10,"bail mult",21,16,"removal"
1985,"winter",10,"cryp cras",35,16,"removal"
1985,"winter",10,"cryp micr",6,16,"removal"
1985,"winter",10,"desc pinn",10,16,"removal"
1985,"winter",10,"eria diff",1582,16,"removal"
1985,"winter",10,"erig dive",2,16,"removal"
1985,"winter",10,"erio aber",54,16,"removal"
1985,"winter",10,"erod cicu",122,16,"removal"
1985,"winter",10,"erod texa",10,16,"removal"
1985,"winter",10,"hapl grac",292,16,"removal"
1985,"winter",10,"lesq gord",45,16,"removal"
1985,"winter",10,"mala fend",24,16,"removal"
1985,"winter",10,"micr lene",20,16,"removal"
1985,"winter",10,"plan purs",416,16,"removal"
1985,"winter",10,"sper echi",9,16,"removal"
1985,"winter",10,"step exig",12,16,"removal"
1985,"winter",11,"astr allo",2,16,"control"
1985,"winter",11,"bail mult",154,16,"control"
1985,"winter",11,"chae stev",2,16,"control"
1985,"winter",11,"cryp cras",24,16,"control"
1985,"winter",11,"cryp micr",34,16,"control"
1985,"winter",11,"desc pinn",133,16,"control"
1985,"winter",11,"eria diff",362,16,"control"
1985,"winter",11,"erig dive",20,16,"control"
1985,"winter",11,"erio aber",60,16,"control"
1985,"winter",11,"gili sinu",8,16,"control"
1985,"winter",11,"hapl grac",99,16,"control"
1985,"winter",11,"lepi lasi",1,16,"control"
1985,"winter",11,"lesq gord",1,16,"control"
1985,"winter",11,"mala fend",27,16,"control"
1985,"winter",11,"micr lene",2,16,"control"
1985,"winter",11,"phac ariz",1,16,"control"
1985,"winter",11,"sper echi",10,16,"control"
1985,"winter",11,"step exig",9,16,"control"
1985,"winter",14,"astr allo",1,16,"control"
1985,"winter",14,"bail mult",25,16,"control"
1985,"winter",14,"cryp cras",3,16,"control"
1985,"winter",14,"cryp micr",8,16,"control"
1985,"winter",14,"desc pinn",20,16,"control"
1985,"winter",14,"eria diff",753,16,"control"
1985,"winter",14,"erig dive",4,16,"control"
1985,"winter",14,"erio aber",23,16,"control"
1985,"winter",14,"mala fend",31,16,"control"
1985,"winter",14,"sper echi",3,16,"control"
1985,"winter",14,"step exig",2,16,"control"
1985,"winter",15,"astr nutt",6,16,"exclosure"
1985,"winter",15,"cryp cras",24,16,"exclosure"
1985,"winter",15,"cryp micr",3,16,"exclosure"
1985,"winter",15,"desc pinn",9,16,"exclosure"
1985,"winter",15,"eria diff",193,16,"exclosure"
1985,"winter",15,"erig dive",1,16,"exclosure"
1985,"winter",15,"erio aber",2,16,"exclosure"
1985,"winter",15,"gili sinu",1,16,"exclosure"
1985,"winter",15,"hapl grac",1,16,"exclosure"
1985,"winter",15,"mala fend",13,16,"exclosure"
1985,"winter",15,"micr lene",1,16,"exclosure"
1985,"winter",15,"phac ariz",1,16,"exclosure"
1985,"winter",15,"sper echi",36,16,"exclosure"
1985,"winter",15,"step exig",3,16,"exclosure"
1985,"winter",16,"astr nutt",3,16,"removal"
1985,"winter",16,"bail mult",16,16,"removal"
1985,"winter",16,"cryp cras",11,16,"removal"
1985,"winter",16,"cryp micr",3,16,"removal"
1985,"winter",16,"desc pinn",12,16,"removal"
1985,"winter",16,"eria diff",885,16,"removal"
1985,"winter",16,"erig dive",25,16,"removal"
1985,"winter",16,"erio aber",19,16,"removal"
1985,"winter",16,"erod cicu",381,16,"removal"
1985,"winter",16,"erod texa",2,16,"removal"
1985,"winter",16,"esch mexi",1,16,"removal"
1985,"winter",16,"gili sinu",3,16,"removal"
1985,"winter",16,"hapl grac",29,16,"removal"
1985,"winter",16,"lesq gord",2,16,"removal"
1985,"winter",16,"mala fend",31,16,"removal"
1985,"winter",16,"micr lene",19,16,"removal"
1985,"winter",16,"phac ariz",1,16,"removal"
1985,"winter",16,"sper echi",9,16,"removal"
1985,"winter",16,"step exig",3,16,"removal"
1985,"winter",17,"astr allo",1,16,"control"
1985,"winter",17,"bail mult",5,16,"control"
1985,"winter",17,"cryp cras",9,16,"control"
1985,"winter",17,"cryp micr",7,16,"control"
1985,"winter",17,"desc pinn",11,16,"control"
1985,"winter",17,"eria diff",1083,16,"control"
1985,"winter",17,"erig dive",8,16,"control"
