"year","season","plot","species","abundance","quads","treatment"
1981,"summer",14,"moll cerv",1,8,"control"
1981,"summer",14,"pani ariz",19,8,"control"
1981,"summer",14,"pect papp",31,8,"control"
1981,"summer",14,"tide lanu",8,8,"control"
1981,"summer",14,"tria port",3,8,"control"
1981,"summer",15,"boer torr",2,8,"exclosure"
1981,"summer",15,"bout aris",2,8,"exclosure"
1981,"summer",15,"chen frem",1,8,"exclosure"
1981,"summer",15,"erio aber",14,8,"exclosure"
1981,"summer",15,"euph micr",2,8,"exclosure"
1981,"summer",15,"moll cerv",4,8,"exclosure"
1981,"summer",15,"pani ariz",2,8,"exclosure"
1981,"summer",15,"pect papp",24,8,"exclosure"
1981,"summer",16,"boer torr",19,8,"removal"
1981,"summer",16,"bout aris",19,8,"removal"
1981,"summer",16,"chen frem",5,8,"removal"
1981,"summer",16,"erio aber",57,8,"removal"
1981,"summer",16,"erio poly",1,8,"removal"
1981,"summer",16,"euph micr",2,8,"removal"
1981,"summer",16,"euph serr",2,8,"removal"
1981,"summer",16,"moll cerv",23,8,"removal"
1981,"summer",16,"pani ariz",11,8,"removal"
1981,"summer",16,"pect papp",110,8,"removal"
1981,"summer",16,"port parv",1,8,"removal"
1981,"summer",16,"tide lanu",2,8,"removal"
1981,"summer",16,"tria port",1,8,"removal"
1981,"summer",17,"boer torr",21,8,"control"
1981,"summer",17,"bout aris",18,8,"control"
1981,"summer",17,"chen frem",4,8,"control"
1981,"summer",17,"crot pumi",1,8,"control"
1981,"summer",17,"erio aber",67,8,"control"
1981,"summer",17,"euph micr",1,8,"control"
1981,"summer",17,"euph serr",1,8,"control"
1981,"summer",17,"kall gran",4,8,"control"
1981,"summer",17,"moll cerv",3,8,"control"
1981,"summer",17,"pani ariz",13,8,"control"
1981,"summer",17,"pect papp",88,8,"control"
1981,"summer",17,"tria port",3,8,"control"
1981,"summer",19,"boer torr",26,8,"exclosure"
1981,"summer",19,"bout aris",22,8,"exclosure"
1981,"summer",19,"chen frem",2,8,"exclosure"
1981,"summer",19,"erio aber",89,8,"exclosure"
1981,"summer",19,"kall gran",1,8,"exclosure"
1981,"summer",19,"moll cerv",34,8,"exclosure"
1981,"summer",19,"pani ariz",2,8,"exclosure"
1981,"summer",19,"pect papp",11,8,"exclosure"
1981,"summer",19,"port parv",2,8,"exclosure"
1981,"summer",19,"tide lanu",4,8,"exclosure"
1981,"summer",19,"tria port",2,8,"exclosure"
1981,"summer",21,"aris adsc",2,8,"exclosure"
1981,"summer",21,"boer torr",64,8,"exclosure"
1981,"summer",21,"bout aris",108,8,"exclosure"
1981,"summer",21,"chen frem",3,8,"exclosure"
1981,"summer",21,"crot pumi",1,8,"exclosure"
1981,"summer",21,"erio aber",48,8,"exclosure"
1981,"summer",21,"euph micr",5,8,"exclosure"
1981,"summer",21,"euph serr",2,8,"exclosure"
1981,"summer",21,"kall gran",1,8,"exclosure"
1981,"summer",21,"moll cerv",32,8,"exclosure"
1981,"summer",21,"pani ariz",14,8,"exclosure"
1981,"summer",21,"pect papp",56,8,"exclosure"
1981,"summer",21,"tide lanu",25,8,"exclosure"
1981,"summer",23,"amar palm",11,8,"removal"
1981,"summer",23,"aris adsc",5,8,"removal"
1981,"summer",23,"boer torr",52,8,"removal"
1981,"summer",23,"bout aris",90,8,"removal"
1981,"summer",23,"chen frem",4,8,"removal"
1981,"summer",23,"crot pumi",2,8,"removal"
1981,"summer",23,"erio aber",87,8,"removal"
1981,"summer",23,"euph micr",3,8,"removal"
1981,"summer",23,"euph serr",4,8,"removal"
1981,"summer",23,"moll cerv",32,8,"removal"
1981,"summer",23,"pani ariz",3,8,"removal"
1981,"summer",23,"pect papp",238,8,"removal"
1981,"summer",23,"tide lanu",23,8,"removal"
1982,"summer",3,"aris adsc",19,8,"exclosure"
1982,"summer",3,"boer torr",2,8,"exclosure"
1982,"summer",3,"bout aris",220,8,"exclosure"
1982,"summer",3,"bout barb",1,8,"exclosure"
1982,"summer",3,"crot pumi",1,8,"exclosure"
1982,"summer",3,"erio aber",24,8,"exclosure"
1982,"summer",3,"euph micr",2,8,"exclosure"
1982,"summer",3,"pani ariz",5,8,"exclosure"
1982,"summer",3,"pect papp",1,8,"exclosure"
1982,"summer",3,"tide lanu",10,8,"exclosure"
1982,"summer",4,"aris adsc",4,8,"control"
1982,"summer",4,"boer torr",26,8,"control"
1982,"summer",4,"bout aris",279,8,"control"
1982,"summer",4,"bout barb",83,8,"control"
1982,"summer",4,"erio aber",12,8,"control"
1982,"summer",4,"pani ariz",1,8,"control"
1982,"summer",4,"tide lanu",9,8,"control"
1982,"summer",10,"aris adsc",18,8,"removal"
1982,"summer",10,"boer torr",31,8,"removal"
1982,"summer",10,"bout aris",282,8,"removal"
1982,"summer",10,"bout barb",213,8,"removal"
1982,"summer",10,"crot pumi",1,8,"removal"
1982,"summer",10,"erio aber",17,8,"removal"
1982,"summer",10,"euph micr",5,8,"removal"
1982,"summer",10,"euph serr",3,8,"removal"
1982,"summer",10,"hapl grac",2,8,"removal"
1982,"summer",10,"pani ariz",5,8,"removal"
1982,"summer",10,"pect papp",11,8,"removal"
1982,"summer",10,"port parv",3,8,"removal"
1982,"summer",10,"tide lanu",28,8,"removal"
1982,"summer",11,"boer torr",8,8,"control"
1982,"summer",11,"bout aris",118,8,"control"
1982,"summer",11,"bout barb",77,8,"control"
1982,"summer",11,"erio aber",94,8,"control"
1982,"summer",11,"euph serr",1,8,"control"
1982,"summer",11,"pani ariz",1,8,"control"
1982,"summer",11,"pect papp",4,8,"control"
1982,"summer",11,"tide lanu",5,8,"control"
1982,"summer",14,"boer torr",6,8,"control"
1982,"summer",14,"bout aris",22,8,"control"
1982,"summer",14,"bout barb",30,8,"control"
1982,"summer",14,"erio aber",36,8,"control"
1982,"summer",14,"euph micr",3,8,"control"
1982,"summer",14,"euph serr",1,8,"control"
1982,"summer",14,"moll cerv",2,8,"control"
1982,"summer",14,"pani ariz",3,8,"control"
1982,"summer",14,"pect papp",3,8,"control"
1982,"summer",14,"tide lanu",6,8,"control"
1982,"summer",15,"bout aris",3,8,"exclosure"
1982,"summer",15,"bout barb",6,8,"exclosure"
1982,"summer",15,"erio aber",4,8,"exclosure"
1982,"summer",15,"pect papp",2,8,"exclosure"
1982,"summer",16,"boer torr",1,8,"removal"
1982,"summer",16,"bout aris",16,8,"removal"
1982,"summer",16,"bout barb",8,8,"removal"
1982,"summer",16,"erio aber",32,8,"removal"
1982,"summer",16,"pani ariz",7,8,"removal"
1982,"summer",16,"pect papp",6,8,"removal"
1982,"summer",16,"tide lanu",3,8,"removal"
1982,"summer",17,"amar palm",1,8,"control"
1982,"summer",17,"aris adsc",1,8,"control"
1982,"summer",17,"boer torr",7,8,"control"
1982,"summer",17,"bout aris",8,8,"control"
1982,"summer",17,"bout barb",16,8,"control"
1982,"summer",17,"erio aber",15,8,"control"
1982,"summer",17,"pect papp",11,8,"control"
1982,"summer",19,"aris adsc",3,8,"exclosure"
1982,"summer",19,"boer torr",22,8,"exclosure"
1982,"summer",19,"bout aris",61,8,"exclosure"
1982,"summer",19,"bout barb",19,8,"exclosure"
1982,"summer",19,"erio aber",26,8,"exclosure"
1982,"summer",19,"pani ariz",1,8,"exclosure"
1982,"summer",19,"pect papp",2,8,"exclosure"
1982,"summer",19,"tide lanu",3,8,"exclosure"
1982,"summer",21,"aris adsc",12,8,"exclosure"
1982,"summer",21,"boer torr",23,8,"exclosure"
1982,"summer",21,"bout aris",399,8,"exclosure"
1982,"summer",21,"bout barb",50,8,"exclosure"
1982,"summer",21,"erio aber",33,8,"exclosure"
1982,"summer",21,"pani ariz",1,8,"exclosure"
1982,"summer",21,"pect papp",2,8,"exclosure"
1982,"summer",21,"tide lanu",3,8,"exclosure"
1982,"summer",23,"amar palm",1,8,"removal"
1982,"summer",23,"aris adsc",12,8,"removal"
1982,"summer",23,"boer torr",142,8,"removal"
1982,"summer",23,"bout aris",310,8,"removal"
1982,"summer",23,"bout barb",44,8,"removal"
1982,"summer",23,"erio aber",29,8,"removal"
1982,"summer",23,"euph micr",1,8,"removal"
1982,"summer",23,"euph serr",5,8,"removal"
1982,"summer",23,"pani ariz",1,8,"removal"
1982,"summer",23,"pect papp",27,8,"removal"
1982,"summer",23,"tide lanu",3,8,"removal"
1983,"summer",3,"aris adsc",57,16,"exclosure"
1983,"summer",3,"bail mult",1,16,"exclosure"
1983,"summer",3,"boer torr",10,16,"exclosure"
1983,"summer",3,"bout aris",635,16,"exclosure"
1983,"summer",3,"chen frem",9,16,"exclosure"
1983,"summer",3,"erio aber",197,16,"exclosure"
1983,"summer",3,"euph fend",4,16,"exclosure"
1983,"summer",3,"pani ariz",16,16,"exclosure"
1983,"summer",3,"pect papp",4,16,"exclosure"
1983,"summer",3,"tali aura",24,16,"exclosure"
1983,"summer",3,"tide lanu",18,16,"exclosure"
1983,"summer",4,"aris adsc",25,16,"control"
1983,"summer",4,"boer torr",11,16,"control"
1983,"summer",4,"bout aris",433,16,"control"
1983,"summer",4,"chen frem",3,16,"control"
1983,"summer",4,"erio aber",338,16,"control"
1983,"summer",4,"pani ariz",1,16,"control"
1983,"summer",4,"pect papp",2,16,"control"
1983,"summer",4,"tali aura",12,16,"control"
1983,"summer",4,"tide lanu",6,16,"control"
1983,"summer",10,"aris adsc",71,16,"removal"
1983,"summer",10,"bail mult",2,16,"removal"
1983,"summer",10,"boer torr",22,16,"removal"
1983,"summer",10,"bout aris",886,16,"removal"
1983,"summer",10,"chen frem",2,16,"removal"
1983,"summer",10,"erio aber",180,16,"removal"
1983,"summer",10,"euph fend",1,16,"removal"
1983,"summer",10,"moll vert",11,16,"removal"
1983,"summer",10,"pani ariz",6,16,"removal"
1983,"summer",10,"pect papp",4,16,"removal"
1983,"summer",10,"tali aura",15,16,"removal"
1983,"summer",10,"tide lanu",15,16,"removal"
1983,"summer",11,"boer torr",34,16,"control"
1983,"summer",11,"bout aris",548,16,"control"
1983,"summer",11,"chen frem",6,16,"control"
1983,"summer",11,"erio aber",65,16,"control"
1983,"summer",11,"pani ariz",12,16,"control"
1983,"summer",11,"pect papp",14,16,"control"
1983,"summer",11,"tali aura",5,16,"control"
1983,"summer",11,"tide lanu",29,16,"control"
1983,"summer",14,"aris adsc",1,16,"control"
1983,"summer",14,"boer torr",28,16,"control"
1983,"summer",14,"bout aris",26,16,"control"
1983,"summer",14,"chen frem",10,16,"control"
1983,"summer",14,"erio aber",214,16,"control"
1983,"summer",14,"pani ariz",6,16,"control"
1983,"summer",14,"tali aura",4,16,"control"
1983,"summer",14,"tide lanu",3,16,"control"
1983,"summer",15,"bail mult",1,16,"exclosure"
1983,"summer",15,"bout aris",3,16,"exclosure"
1983,"summer",15,"chen frem",18,16,"exclosure"
1983,"summer",15,"erio aber",146,16,"exclosure"
1983,"summer",15,"tali aura",1,16,"exclosure"
1983,"summer",15,"tide lanu",1,16,"exclosure"
1983,"summer",16,"aris adsc",2,16,"removal"
1983,"summer",16,"boer torr",5,16,"removal"
1983,"summer",16,"bout aris",166,16,"removal"
1983,"summer",16,"chen frem",4,16,"removal"
1983,"summer",16,"erio aber",155,16,"removal"
1983,"summer",16,"euph fend",1,16,"removal"
1983,"summer",16,"moll vert",1,16,"removal"
1983,"summer",16,"pani ariz",1,16,"removal"
1983,"summer",16,"pect papp",9,16,"removal"
1983,"summer",16,"tali aura",1,16,"removal"
1983,"summer",16,"tide lanu",15,16,"removal"
1983,"summer",17,"bail mult",2,16,"control"
1983,"summer",17,"boer torr",10,16,"control"
1983,"summer",17,"bout aris",74,16,"control"
1983,"summer",17,"chen frem",11,16,"control"
1983,"summer",17,"erio aber",90,16,"control"
1983,"summer",17,"euph fend",1,16,"control"
1983,"summer",17,"pani ariz",1,16,"control"
1983,"summer",17,"pect papp",2,16,"control"
1983,"summer",17,"tali aura",2,16,"control"
1983,"summer",17,"tide lanu",9,16,"control"
1983,"summer",19,"aris adsc",4,16,"exclosure"
1983,"summer",19,"boer torr",20,16,"exclosure"
1983,"summer",19,"bout aris",134,16,"exclosure"
1983,"summer",19,"chen frem",10,16,"exclosure"
1983,"summer",19,"erio aber",149,16,"exclosure"
1983,"summer",19,"pect papp",1,16,"exclosure"
1983,"summer",19,"tali aura",5,16,"exclosure"
1983,"summer",19,"tide lanu",6,16,"exclosure"
1983,"summer",21,"aris adsc",34,16,"exclosure"
1983,"summer",21,"bail mult",2,16,"exclosure"
1983,"summer",21,"boer torr",36,16,"exclosure"
1983,"summer",21,"bout aris",559,16,"exclosure"
1983,"summer",21,"chen frem",6,16,"exclosure"
1983,"summer",21,"erio aber",152,16,"exclosure"
1983,"summer",21,"euph fend",1,16,"exclosure"
1983,"summer",21,"moll vert",17,16,"exclosure"
1983,"summer",21,"pani ariz",4,16,"exclosure"
1983,"summer",21,"pect papp",7,16,"exclosure"
1983,"summer",21,"tali aura",23,16,"exclosure"
1983,"summer",21,"tide lanu",4,16,"exclosure"
1983,"summer",23,"aris adsc",19,16,"removal"
1983,"summer",23,"bail mult",3,16,"removal"
1983,"summer",23,"boer torr",48,16,"removal"
1983,"summer",23,"bout aris",544,16,"removal"
1983,"summer",23,"chen frem",11,16,"removal"
1983,"summer",23,"erio aber",86,16,"removal"
1983,"summer",23,"euph fend",1,16,"removal"
1983,"summer",23,"pani ariz",4,16,"removal"
1983,"summer",23,"pect papp",21,16,"removal"
1983,"summer",23,"tali aura",10,16,"removal"
1983,"summer",23,"tide lanu",11,16,"removal"
1984,"summer",3,"aris adsc",4,16,"exclosure"
1984,"summer",3,"bail mult",9,16,"exclosure"
1984,"summer",3,"boer torr",3,16,"exclosure"
1984,"summer",3,"bout aris",105,16,"exclosure"
1984,"summer",3,"erio aber",9,16,"exclosure"
1984,"summer",3,"euph fend",2,16,"exclosure"
1984,"summer",3,"moll cerv",22,16,"exclosure"
1984,"summer",3,"pect papp",6,16,"exclosure"
1984,"summer",3,"tali aura",27,16,"exclosure"
1984,"summer",3,"tide lanu",7,16,"exclosure"
1984,"summer",4,"bail mult",19,16,"control"
1984,"summer",4,"boer torr",2,16,"control"
1984,"summer",4,"bout aris",56,16,"control"
1984,"summer",4,"erio aber",12,16,"control"
1984,"summer",4,"euph fend",3,16,"control"
1984,"summer",4,"pect papp",3,16,"control"
1984,"summer",4,"tali aura",11,16,"control"
1984,"summer",4,"tide lanu",9,16,"control"
1984,"summer",10,"aris adsc",6,16,"removal"
1984,"summer",10,"bail mult",18,16,"removal"
1984,"summer",10,"bout aris",74,16,"removal"
1984,"summer",10,"erio aber",1,16,"removal"
1984,"summer",10,"euph fend",3,16,"removal"
1984,"summer",10,"moll cerv",30,16,"removal"
1984,"summer",10,"moll vert",13,16,"removal"
1984,"summer",10,"pani ariz",2,16,"removal"
1984,"summer",10,"pect papp",6,16,"removal"
1984,"summer",10,"tali aura",12,16,"removal"
1984,"summer",10,"tide lanu",4,16,"removal"
1984,"summer",11,"bail mult",31,16,"control"
1984,"summer",11,"bout aris",59,16,"control"
1984,"summer",11,"erio aber",3,16,"control"
1984,"summer",11,"euph fend",3,16,"control"
1984,"summer",11,"moll cerv",35,16,"control"
1984,"summer",11,"pect papp",4,16,"control"
1984,"summer",11,"tali aura",2,16,"control"
1984,"summer",11,"tide lanu",8,16,"control"
1984,"summer",14,"bail mult",13,16,"control"
1984,"summer",14,"erio aber",2,16,"control"
1984,"summer",14,"euph fend",2,16,"control"
1984,"summer",14,"moll cerv",3,16,"control"
1984,"summer",14,"pani ariz",1,16,"control"
1984,"summer",14,"tali aura",3,16,"control"
1984,"summer",14,"tide lanu",2,16,"control"
1984,"summer",15,"bail mult",4,16,"exclosure"
1984,"summer",15,"euph fend",5,16,"exclosure"
1984,"summer",15,"pani ariz",2,16,"exclosure"
1984,"summer",16,"aris adsc",1,16,"removal"
1984,"summer",16,"bail mult",18,16,"removal"
1984,"summer",16,"bout aris",34,16,"removal"
1984,"summer",16,"erio aber",1,16,"removal"
1984,"summer",16,"euph fend",1,16,"removal"
1984,"summer",16,"moll cerv",3,16,"removal"
1984,"summer",16,"moll vert",18,16,"removal"
1984,"summer",16,"pani ariz",1,16,"removal"
1984,"summer",16,"pect papp",7,16,"removal"
1984,"summer",16,"tali aura",2,16,"removal"
1984,"summer",16,"tide lanu",10,16,"removal"
1984,"summer",17,"bail mult",9,16,"control"
1984,"summer",17,"bout aris",5,16,"control"
1984,"summer",17,"euph fend",2,16,"control"
1984,"summer",17,"pani ariz",2,16,"control"
1984,"summer",17,"tali aura",3,16,"control"
1984,"summer",17,"tide lanu",1,16,"control"
1984,"summer",19,"bail mult",11,16,"exclosure"
1984,"summer",19,"boer torr",1,16,"exclosure"
1984,"summer",19,"bout aris",12,16,"exclosure"
1984,"summer",19,"moll cerv",3,16,"exclosure"
1984,"summer",19,"moll vert",1,16,"exclosure"
1984,"summer",19,"pect papp",1,16,"exclosure"
1984,"summer",19,"tali aura",3,16,"exclosure"
1984,"summer",19,"tide lanu",4,16,"exclosure"
1984,"summer",21,"aris adsc",4,16,"exclosure"
1984,"summer",21,"bail mult",19,16,"exclosure"
1984,"summer",21,"boer torr",3,16,"exclosure"
1984,"summer",21,"bout aris",47,16,"exclosure"
1984,"summer",21,"euph fend",3,16,"exclosure"
1984,"summer",21,"moll vert",33,16,"exclosure"
1984,"summer",21,"pani ariz",3,16,"exclosure"
1984,"summer",21,"tali aura",16,16,"exclosure"
1984,"summer",21,"tide lanu",2,16,"exclosure"
1984,"summer",23,"aris adsc",2,16,"removal"
1984,"summer",23,"bail mult",4,16,"removal"
1984,"summer",23,"boer torr",1,16,"removal"
1984,"summer",23,"bout aris",91,16,"removal"
1984,"summer",23,"moll cerv",1,16,"removal"
1984,"summer",23,"pani ariz",1,16,"removal"
1984,"summer",23,"tali aura",8,16,"removal"
1984,"summer",23,"tide lanu",1,16,"removal"
1985,"summer",3,"aris adsc",1,16,"exclosure"
1985,"summer",3,"bail mult",32,16,"exclosure"
1985,"summer",3,"bout aris",19,16,"exclosure"
1985,"summer",3,"erio aber",24,16,"exclosure"
1985,"summer",3,"euph fend",2,16,"exclosure"
1985,"summer",3,"moll cerv",49,16,"exclosure"
1985,"summer",3,"moll vert",9,16,"exclosure"
1985,"summer",3,"tali aura",11,16,"exclosure"
1985,"summer",3,"tide lanu",4,16,"exclosure"
1985,"summer",4,"bail mult",70,16,"control"
1985,"summer",4,"bout aris",27,16,"control"
1985,"summer",4,"erio aber",33,16,"control"
1985,"summer",4,"euph fend",1,16,"control"
1985,"summer",4,"moll vert",15,16,"control"
1985,"summer",4,"pani ariz",1,16,"control"
1985,"summer",4,"pect papp",1,16,"control"
1985,"summer",4,"tali aura",9,16,"control"
1985,"summer",4,"tide lanu",2,16,"control"
1985,"summer",10,"aris adsc",1,16,"removal"
1985,"summer",10,"bail mult",3,16,"removal"
1985,"summer",10,"boer torr",5,16,"removal"
1985,"summer",10,"bout aris",38,16,"removal"
1985,"summer",10,"erio aber",1,16,"removal"
1985,"summer",10,"moll cerv",33,16,"removal"
1985,"summer",10,"moll vert",107,16,"removal"
1985,"summer",10,"pani ariz",3,16,"removal"
1985,"summer",10,"pect papp",5,16,"removal"
1985,"summer",10,"tali aura",7,16,"removal"
1985,"summer",10,"tide lanu",5,16,"removal"
1985,"summer",11,"bail mult",28,16,"control"
1985,"summer",11,"boer torr",2,16,"control"
1985,"summer",11,"bout aris",11,16,"control"
1985,"summer",11,"erio aber",12,16,"control"
1985,"summer",11,"euph fend",1,16,"control"
1985,"summer",11,"moll cerv",15,16,"control"
1985,"summer",11,"moll vert",53,16,"control"
1985,"summer",11,"pect papp",6,16,"control"
1985,"summer",11,"tali aura",3,16,"control"
1985,"summer",11,"tide lanu",1,16,"control"
1985,"summer",14,"boer torr",1,16,"control"
1985,"summer",14,"bout aris",2,16,"control"
1985,"summer",14,"erio aber",2,16,"control"
1985,"summer",14,"euph fend",2,16,"control"
1985,"summer",14,"tali aura",3,16,"control"
1985,"summer",15,"bout aris",2,16,"exclosure"
1985,"summer",15,"erio aber",2,16,"exclosure"
1985,"summer",15,"euph fend",7,16,"exclosure"
1985,"summer",15,"moll cerv",1,16,"exclosure"
1985,"summer",15,"pani ariz",1,16,"exclosure"
1985,"summer",15,"tali aura",4,16,"exclosure"
1985,"summer",16,"aris adsc",2,16,"removal"
1985,"summer",16,"bail mult",3,16,"removal"
1985,"summer",16,"boer torr",1,16,"removal"
1985,"summer",16,"bout aris",45,16,"removal"
1985,"summer",16,"erio aber",8,16,"removal"
1985,"summer",16,"euph fend",2,16,"removal"
1985,"summer",16,"moll cerv",10,16,"removal"
1985,"summer",16,"moll vert",2,16,"removal"
1985,"summer",16,"pani ariz",1,16,"removal"
1985,"summer",16,"pect papp",3,16,"removal"
1985,"summer",16,"tali aura",1,16,"removal"
1985,"summer",16,"tide lanu",4,16,"removal"
1985,"summer",17,"bail mult",2,16,"control"
1985,"summer",17,"boer torr",2,16,"control"
1985,"summer",17,"bout aris",13,16,"control"
1985,"summer",17,"erio aber",3,16,"control"
1985,"summer",17,"euph fend",5,16,"control"
1985,"summer",17,"moll cerv",2,16,"control"
1985,"summer",17,"moll vert",6,16,"control"
1985,"summer",17,"pani ariz",1,16,"control"
1985,"summer",17,"pect papp",2,16,"control"
1985,"summer",17,"tali aura",1,16,"control"
1985,"summer",17,"tide lanu",2,16,"control"
1985,"summer",19,"bail mult",1,16,"exclosure"
1985,"summer",19,"boer torr",3,16,"exclosure"
1985,"summer",19,"bout aris",5,16,"exclosure"
1985,"summer",19,"erio aber",2,16,"exclosure"
1985,"summer",19,"euph fend",1,16,"exclosure"
1985,"summer",19,"moll cerv",17,16,"exclosure"
1985,"summer",19,"moll vert",9,16,"exclosure"
1985,"summer",19,"pect papp",2,16,"exclosure"
1985,"summer",19,"tali aura",4,16,"exclosure"
1985,"summer",19,"tide lanu",5,16,"exclosure"
1985,"summer",21,"aris adsc",2,16,"exclosure"
1985,"summer",21,"bail mult",4,16,"exclosure"
1985,"summer",21,"boer torr",2,16,"exclosure"
1985,"summer",21,"bout aris",26,16,"exclosure"
1985,"summer",21,"erio aber",10,16,"exclosure"
1985,"summer",21,"euph fend",2,16,"exclosure"
1985,"summer",21,"moll cerv",8,16,"exclosure"
1985,"summer",21,"moll vert",124,16,"exclosure"
1985,"summer",21,"pani ariz",1,16,"exclosure"
1985,"summer",21,"pect papp",1,16,"exclosure"
1985,"summer",21,"tali aura",12,16,"exclosure"
1985,"summer",21,"tide lanu",6,16,"exclosure"
1985,"summer",23,"bail mult",2,16,"removal"
1985,"summer",23,"boer torr",2,16,"removal"
1985,"summer",23,"bout aris",6,16,"removal"
1985,"summer",23,"erio aber",1,16,"removal"
1985,"summer",23,"euph fend",5,16,"removal"
1985,"summer",23,"moll cerv",19,16,"removal"
1985,"summer",23,"moll vert",2,16,"removal"
1985,"summer",23,"pect papp",2,16,"removal"
1985,"summer",23,"tali aura",7,16,"removal"
1986,"summer",3,"aris adsc",1,16,"exclosure"
1986,"summer",3,"bail mult",28,16,"exclosure"
1986,"summer",3,"boer torr",11,16,"exclosure"
1986,"summer",3,"bout aris",12,16,"exclosure"
1986,"summer",3,"erio aber",8,16,"exclosure"
1986,"summer",3,"euph fend",27,16,"exclosure"
1986,"summer",3,"moll cerv",1,16,"exclosure"
1986,"summer",3,"moll vert",26,16,"exclosure"
1986,"summer",3,"pani ariz",13,16,"exclosure"
1986,"summer",3,"pect papp",1,16,"exclosure"
1986,"summer",3,"tali aura",20,16,"exclosure"
1986,"summer",3,"tide lanu",27,16,"exclosure"
1986,"summer",4,"bail mult",22,16,"control"
1986,"summer",4,"boer torr",4,16,"control"
1986,"summer",4,"bout aris",39,16,"control"
1986,"summer",4,"erio aber",4,16,"control"
1986,"summer",4,"euph fend",43,16,"control"
1986,"summer",4,"moll vert",232,16,"control"
1986,"summer",4,"pani ariz",2,16,"control"
1986,"summer",4,"pect papp",1,16,"control"
1986,"summer",4,"tali aura",10,16,"control"
1986,"summer",4,"tide lanu",6,16,"control"
1986,"summer",10,"aris adsc",14,16,"removal"
1986,"summer",10,"bail mult",12,16,"removal"
1986,"summer",10,"boer torr",6,16,"removal"
1986,"summer",10,"bout aris",27,16,"removal"
1986,"summer",10,"erio aber",4,16,"removal"
1986,"summer",10,"euph fend",53,16,"removal"
1986,"summer",10,"moll cerv",12,16,"removal"
1986,"summer",10,"moll vert",493,16,"removal"
1986,"summer",10,"pani ariz",3,16,"removal"
1986,"summer",10,"pect papp",20,16,"removal"
1986,"summer",10,"tali aura",11,16,"removal"
1986,"summer",10,"tide lanu",7,16,"removal"
1986,"summer",11,"aris adsc",3,16,"control"
1986,"summer",11,"bail mult",46,16,"control"
1986,"summer",11,"boer torr",12,16,"control"
1986,"summer",11,"bout aris",24,16,"control"
1986,"summer",11,"erio aber",7,16,"control"
1986,"summer",11,"euph fend",33,16,"control"
1986,"summer",11,"moll cerv",27,16,"control"
1986,"summer",11,"moll vert",165,16,"control"
1986,"summer",11,"pani ariz",4,16,"control"
1986,"summer",11,"pect papp",10,16,"control"
1986,"summer",11,"tali aura",8,16,"control"
1986,"summer",11,"tide lanu",11,16,"control"
1986,"summer",14,"aris adsc",4,16,"control"
1986,"summer",14,"bail mult",22,16,"control"
1986,"summer",14,"boer torr",6,16,"control"
